State,District,City,Latitude,Longitude,Population,Area (in km^2),Pop_Density_per_sqkm,Trip Focus,PT_route_km_est,Coverage_km_per_km2,Accessibility_500m_pct,Avg_Trip_km_est,Fare_per_km_INR,Pct_Income_Spent_on_PT_monthly,Ridership_bus_per_day,Ridership_metro_per_day,Ridership_ipt_per_day,Frequency_score,Affordability_score,Integration_score,Reliability_score,NMT_score,City_Score,Recommended_PT_System,Recommended_PT_Reason
Tamil Nadu,Kancheepuram,Tambaram,12.93,80.12,174787,62,2819.15,Short Trips (IPT/Bus Focus),30.226,0.4875,9.3,6.8,1.87,7.082,75193,3671,74669,100,90.6,21.2,0,100,80.71,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 174,787, density 2819.15, NA% short trips, and NA% medium trips."
Tamil Nadu,Kancheepuram,Alandur,13,80.2,164430,89,1847.53,Short Trips (IPT/Bus Focus),42.982,0.4829,10.12,6.18,2.18,5.707,76657,3354,86128,100,89.1,23,0,100,80.66,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 164,430, density 1847.53, NA% short trips, and NA% medium trips."
Tamil Nadu,Kancheepuram,Pallavaram,12.98,80.18,215417,18,11967.61,Short Trips (IPT/Bus Focus),11.019,0.6122,7.71,6.2,2.13,6.199,78541,4265,102926,90.6,89.4,18,9.4,100,79.27,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 215,417, density 11967.61, NA% short trips, and NA% medium trips."
Tamil Nadu,Kancheepuram,Kancheepuram,12.83,79.7,164384,636,258.47,Short Trips (IPT/Bus Focus),263.006,0.4135,12.52,6.45,1.95,7.196,65885,3321,80088,87.8,90.2,22.4,12.2,100,79.55,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 164,384, density 258.47, NA% short trips, and NA% medium trips."
Tamil Nadu,Vellore,Vellore,12.93,79.15,185803,877,211.86,Short Trips (IPT/Bus Focus),662.501,0.7554,12.32,6.2,2.08,6.601,86175,4051,84169,100,89.6,24.4,0,100,80.88,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 185,803, density 211.86, NA% short trips, and NA% medium trips."
Tamil Nadu,Vellore,Ambur,12.79,78.72,114608,558,205.39,Short Trips (IPT/Bus Focus),142.285,0.255,11.24,7.43,1.71,7.096,43918,2269,58015,71.2,91.4,20.9,28.8,100,77.92,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 114,608, density 205.39, NA% short trips, and NA% medium trips."
Tamil Nadu,Tiruvannamalai,Tiruvannamalai,12.23,79.07,145278,974,149.16,Short Trips (IPT/Bus Focus),158.135,0.1624,9.2,6.88,1.82,7.493,62411,2702,60755,91.3,90.9,21.1,8.7,100,79.88,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 145,278, density 149.16, NA% short trips, and NA% medium trips."
Tamil Nadu,Salem,Salem,11.66,78.15,829267,539,1538.53,Short Trips (IPT/Bus Focus),313.805,0.5822,29.32,7.4,1.92,5.112,535043,18078,356751,83.6,90.4,41.8,16.4,100,81.1,Bus System + IPT (dedicated lanes on major corridors),"Based on population 829,267, density 1538.53, NA% short trips, and NA% medium trips."
Tamil Nadu,Erode,Erode,11.34,77.73,157101,768,204.56,Short Trips (IPT/Bus Focus),294.236,0.3831,8.64,5.93,2.31,5.573,65825,3079,79273,94,88.4,20.4,6,100,79.7,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 157,101, density 204.56, NA% short trips, and NA% medium trips."
Tamil Nadu,Dindigul,Dindigul,10.37,77.97,207327,1139,182.03,Short Trips (IPT/Bus Focus),551.98,0.4846,10.89,7.52,1.66,7.511,87990,4064,109717,100,91.7,22.1,0,100,80.96,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 207,327, density 182.03, NA% short trips, and NA% medium trips."
Tamil Nadu,Tiruchirappalli,Tiruchirappalli,10.8,78.68,847387,71,11935.03,Short Trips (IPT/Bus Focus),64.448,0.9077,25.56,6.6,2.12,5.246,595035,23896,290823,100,89.4,41.4,0,100,82.55,Bus System + IPT (dedicated lanes on major corridors),"Based on population 847,387, density 11935.03, NA% short trips, and NA% medium trips."
Tamil Nadu,Cuddalore,Cuddalore,11.74,79.77,173636,308,563.75,Short Trips (IPT/Bus Focus),173.659,0.5638,9.4,7.14,1.79,6.942,64350,3542,84977,71.5,91,19.3,28.5,100,77.73,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 173,636, density 563.75, NA% short trips, and NA% medium trips."
Tamil Nadu,Cuddalore,Neyveli,11.53,79.48,105731,0,0,Short Trips (IPT/Bus Focus),4.788,0,10.55,7.95,1.61,6.797,44301,2199,51893,47.5,92,21.7,52.5,100,55.72,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 105,731, density 0.0, NA% short trips, and NA% medium trips."
Tamil Nadu,Nagapattinam ,Nagapattinam,10.77,79.83,102905,17.92,5742.47,Short Trips (IPT/Bus Focus),10.476,0.5846,9.86,6.42,1.99,6.89,39351,5104,48756,100,90,21,0,100,80.6,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 102,905, density 5742.47, NA% short trips, and NA% medium trips."
Tamil Nadu,Thanjavur,Kumbakonam,10.96,79.38,140156,277,505.98,Short Trips (IPT/Bus Focus),127.393,0.4599,9.13,5.78,2.2,7.084,50372,2859,69826,48,89,18.7,52,100,75.02,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 140,156, density 505.98, NA% short trips, and NA% medium trips."
Tamil Nadu,Thanjavur,Thanjavur,10.79,79.14,222943,616,361.92,Short Trips (IPT/Bus Focus),352.636,0.5725,10.58,7.06,1.84,6.462,98050,12306,116465,86.5,90.8,23.6,13.5,100,79.63,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 222,943, density 361.92, NA% short trips, and NA% medium trips."
Tamil Nadu,Pudukkottai,Pudukkottai,10.38,78.82,117630,324,363.06,Short Trips (IPT/Bus Focus),228.563,0.7054,9.88,6,2.12,7.054,42747,7528,58368,69.3,89.4,20.8,30.7,100,77.42,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 117,630, density 363.06, NA% short trips, and NA% medium trips."
Tamil Nadu,Sivaganga,Karaikkudi,10.07,78.78,106714,600,177.86,Short Trips (IPT/Bus Focus),295.378,0.4923,10.05,6.43,2.04,6.344,32164,2134,54979,50.8,89.8,17.4,49.2,100,75.29,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 106,714, density 177.86, NA% short trips, and NA% medium trips."
Tamil Nadu,Madurai,Madurai,9.94,78.12,1017865,147.97,6878.86,Long Trips (Metro/BRT Focus),136.364,0.9216,22.7,7.19,2.02,4.863,822231,125808,196041,55.6,89.9,46.2,44.4,100,78.67,Bus + BRT/Trolley + IPT (plan Metro/LRT corridors),"Based on population 1,017,865, density 6878.86, NA% short trips, and NA% medium trips."
Tamil Nadu,Virudhunagar,Rajapalayam,9.45,77.55,130442,466,279.92,Short Trips (IPT/Bus Focus),142.528,0.3059,8,5.98,2.16,6.64,50298,3887,62743,73.6,89.2,19.2,26.4,100,77.66,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 130,442, density 279.92, NA% short trips, and NA% medium trips."
Tamil Nadu,Thoothukkudi,Thoothukkudi,8.82,78.13,237830,362,656.99,Short Trips (IPT/Bus Focus),130.266,0.3599,10.48,7.51,1.69,7.126,101839,5280,114349,100,91.6,22,0,100,80.94,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 237,830, density 656.99, NA% short trips, and NA% medium trips."
Tamil Nadu,Tirunelveli,Tirunelveli,8.74,77.69,473637,569,832.4,Short Trips (IPT/Bus Focus),195.564,0.3437,13.01,5.91,2.17,6.876,199875,9473,219389,100,89.2,23.4,0,100,80.72,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 473,637, density 832.4, NA% short trips, and NA% medium trips."
Tamil Nadu,Kanniyakumari,Nagercoil,8.17,77.43,224849,49.371,4554.27,Short Trips (IPT/Bus Focus),30.498,0.6177,8.29,6.23,2.13,6.097,97539,4722,115123,100,89.4,20.7,0,100,80.48,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 224,849, density 4554.27, NA% short trips, and NA% medium trips."
Tamil Nadu,Krishnagiri,Hosur,12.74,77.83,116821,958,121.94,Short Trips (IPT/Bus Focus),447.266,0.4669,10.98,6.25,2.11,6.226,44252,3575,63434,38.5,89.4,21,61.5,100,74.36,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 116,821, density 121.94, NA% short trips, and NA% medium trips."
Tamil Nadu,Coimbatore,Coimbatore,11.02,76.97,1050721,246.75,4258.24,Long Trips (Metro/BRT Focus),119.801,0.4855,28.1,7.38,1.9,5.287,755048,141427,150673,59,90.5,47.2,41,100,79.19,Bus + BRT/Trolley + IPT (plan Metro/LRT corridors),"Based on population 1,050,721, density 4258.24, NA% short trips, and NA% medium trips."
Tamil Nadu,Coimbatore,Kurichi,10.97,77.02,123667,0,0,Short Trips (IPT/Bus Focus),5.248,0,11.94,5.9,2.2,6.423,52138,2597,64777,47.4,89,22.7,52.6,100,55.36,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 123,667, density 0.0, NA% short trips, and NA% medium trips."
Tamil Nadu,Tiruppur,Tiruppur,11.11,77.35,444352,372,1194.49,Short Trips (IPT/Bus Focus),196.945,0.5294,9.9,7.15,1.86,6.1,170276,13597,220576,100,90.7,20.4,0,100,80.65,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 444,352, density 1194.49, NA% short trips, and NA% medium trips."
Puducherry,Puducherry,Puducherry,11.9,79.8,244377,483,505.96,Short Trips (IPT/Bus Focus),221.247,0.4581,8.91,6.94,1.79,7.753,93205,6549,120233,100,91,19.5,0,100,80.6,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 244,377, density 505.96, NA% short trips, and NA% medium trips."
Puducherry,Puducherry,Ozhukarai,11.95,79.77,300104,0,0,Short Trips (IPT/Bus Focus),4.582,0,10.48,6.68,1.98,6.196,129885,6062,138528,100,90.1,22.1,0,100,60.72,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 300,104, density 0.0, NA% short trips, and NA% medium trips."
Andaman & Nicobar Islands,South Andaman,Port Blair,11.62,92.73,108058,548,197.19,Short Trips (IPT/Bus Focus),266.065,0.4855,9.31,7.14,1.79,6.953,46119,6224,49750,56.5,91,22.4,43.5,100,76.54,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 108,058, density 197.19, NA% short trips, and NA% medium trips."
